"","n_neighbors","n"
"1",3,1
"2",5,7
"3",6,29
"4",7,84
"5",8,223
"6",9,424
"7",10,1098
"8",11,2136
"9",12,2719
"10",13,1944
"11",14,928
"12",15,299
"13",16,88
"14",17,17
"15",18,3
