"","n_neighbors","n"
"1",4,4
"2",5,3
"3",6,24
"4",7,90
"5",8,200
"6",9,456
"7",10,1109
"8",11,2174
"9",12,2643
"10",13,1939
"11",14,937
"12",15,322
"13",16,69
"14",17,25
"15",18,4
"16",19,1
