"","n_neighbors","n"
"1",4,1
"2",5,6
"3",6,29
"4",7,87
"5",8,207
"6",9,449
"7",10,1107
"8",11,2122
"9",12,2759
"10",13,1892
"11",14,903
"12",15,305
"13",16,106
"14",17,25
"15",18,2
