"","n_neighbors","n"
"1",4,1
"2",5,5
"3",6,34
"4",7,97
"5",8,194
"6",9,483
"7",10,1143
"8",11,2045
"9",12,2674
"10",13,1957
"11",14,913
"12",15,340
"13",16,85
"14",17,26
"15",18,2
"16",19,1
