"","n_neighbors","n"
"1",5,8
"2",6,25
"3",7,91
"4",8,199
"5",9,442
"6",10,1098
"7",11,2176
"8",12,2729
"9",13,1859
"10",14,955
"11",15,313
"12",16,82
"13",17,17
"14",18,5
"15",20,1
