"","n_neighbors","n"
"1",4,1
"2",5,7
"3",6,19
"4",7,91
"5",8,187
"6",9,462
"7",10,1097
"8",11,2190
"9",12,2690
"10",13,1883
"11",14,975
"12",15,295
"13",16,85
"14",17,18
