"","n_neighbors","n"
"1",4,2
"2",5,5
"3",6,31
"4",7,88
"5",8,214
"6",9,451
"7",10,1077
"8",11,2141
"9",12,2697
"10",13,1961
"11",14,900
"12",15,329
"13",16,87
"14",17,13
"15",18,4
