"","n_neighbors","n"
"1",3,1
"2",4,2
"3",5,7
"4",6,21
"5",7,90
"6",8,200
"7",9,462
"8",10,1147
"9",11,2131
"10",12,2655
"11",13,1912
"12",14,914
"13",15,332
"14",16,103
"15",17,21
"16",18,2
