"","n_neighbors","n"
"1",3,1
"2",4,2
"3",5,9
"4",6,25
"5",7,97
"6",8,177
"7",9,468
"8",10,1136
"9",11,2116
"10",12,2692
"11",13,1912
"12",14,934
"13",15,310
"14",16,93
"15",17,23
"16",18,5
