"","n_neighbors","n"
"1",4,2
"2",5,7
"3",6,25
"4",7,93
"5",8,189
"6",9,448
"7",10,1119
"8",11,2149
"9",12,2670
"10",13,1975
"11",14,910
"12",15,299
"13",16,95
"14",17,16
"15",18,2
"16",19,1
