"","n_neighbors","n"
"1",5,4
"2",6,25
"3",7,86
"4",8,221
"5",9,445
"6",10,1113
"7",11,2196
"8",12,2603
"9",13,1956
"10",14,910
"11",15,318
"12",16,98
"13",17,20
"14",18,4
"15",19,1
