"","n_neighbors","n"
"1",2,1
"2",4,1
"3",5,6
"4",6,21
"5",7,80
"6",8,230
"7",9,445
"8",10,1099
"9",11,2108
"10",12,2762
"11",13,1917
"12",14,911
"13",15,294
"14",16,103
"15",17,17
"16",18,3
"17",19,1
"18",20,1
