"","n_neighbors","n"
"1",4,1
"2",5,6
"3",6,12
"4",7,85
"5",8,206
"6",9,445
"7",10,1170
"8",11,2168
"9",12,2652
"10",13,1894
"11",14,900
"12",15,350
"13",16,85
"14",17,22
"15",18,4
