"","n_neighbors","n"
"1",4,3
"2",5,8
"3",6,31
"4",7,92
"5",8,209
"6",9,470
"7",10,1062
"8",11,2121
"9",12,2712
"10",13,1925
"11",14,951
"12",15,298
"13",16,94
"14",17,20
"15",18,4
