"","n_neighbors","n"
"1",5,13
"2",6,24
"3",7,79
"4",8,215
"5",9,467
"6",10,1081
"7",11,2141
"8",12,2705
"9",13,1916
"10",14,925
"11",15,325
"12",16,88
"13",17,21
