"","n_neighbors","n"
"1",4,2
"2",5,7
"3",6,26
"4",7,86
"5",8,206
"6",9,448
"7",10,1133
"8",11,2155
"9",12,2617
"10",13,1996
"11",14,881
"12",15,315
"13",16,105
"14",17,17
"15",18,6
