"","n_neighbors","n"
"1",4,1
"2",5,11
"3",6,31
"4",7,90
"5",8,204
"6",9,465
"7",10,1094
"8",11,2096
"9",12,2694
"10",13,1992
"11",14,884
"12",15,324
"13",16,88
"14",17,20
"15",18,6
