"","n_neighbors","n"
"1",4,2
"2",5,5
"3",6,24
"4",7,93
"5",8,245
"6",9,441
"7",10,1123
"8",11,2050
"9",12,2691
"10",13,1961
"11",14,940
"12",15,308
"13",16,93
"14",17,18
"15",18,6
