"","n_neighbors","n"
"1",4,2
"2",5,4
"3",6,22
"4",7,91
"5",8,198
"6",9,468
"7",10,1139
"8",11,2158
"9",12,2635
"10",13,1922
"11",14,896
"12",15,342
"13",16,94
"14",17,24
"15",18,4
"16",19,1
