"","n_neighbors","n"
"1",4,1
"2",5,12
"3",6,33
"4",7,88
"5",8,210
"6",9,440
"7",10,1097
"8",11,2164
"9",12,2658
"10",13,1936
"11",14,927
"12",15,309
"13",16,97
"14",17,22
"15",18,5
"16",19,1
