"","n_neighbors","n"
"1",3,1
"2",4,1
"3",5,8
"4",6,24
"5",7,69
"6",8,192
"7",9,457
"8",10,1137
"9",11,2184
"10",12,2665
"11",13,1930
"12",14,907
"13",15,315
"14",16,81
"15",17,24
"16",18,5
