"","n_neighbors","n"
"1",4,2
"2",5,4
"3",6,27
"4",7,94
"5",8,200
"6",9,501
"7",10,1074
"8",11,2133
"9",12,2674
"10",13,1932
"11",14,912
"12",15,319
"13",16,100
"14",17,20
"15",18,5
"16",19,3
