"","n_neighbors","n"
"1",4,1
"2",5,5
"3",6,22
"4",7,91
"5",8,204
"6",9,427
"7",10,1117
"8",11,2189
"9",12,2702
"10",13,1904
"11",14,899
"12",15,336
"13",16,79
"14",17,17
"15",18,6
"16",19,1
