"","n_neighbors","n"
"1",3,2
"2",4,2
"3",5,7
"4",6,24
"5",7,77
"6",8,205
"7",9,451
"8",10,1086
"9",11,2210
"10",12,2680
"11",13,1928
"12",14,885
"13",15,329
"14",16,90
"15",17,19
"16",18,4
"17",19,1
