"","n_neighbors","n"
"1",4,1
"2",5,6
"3",6,17
"4",7,85
"5",8,208
"6",9,446
"7",10,1119
"8",11,2206
"9",12,2614
"10",13,1939
"11",14,964
"12",15,282
"13",16,86
"14",17,24
"15",18,3
