"","n_neighbors","n"
"1",3,1
"2",4,2
"3",5,10
"4",6,18
"5",7,72
"6",8,205
"7",9,461
"8",10,1103
"9",11,2232
"10",12,2588
"11",13,1944
"12",14,946
"13",15,324
"14",16,73
"15",17,18
"16",18,3
