"","n_neighbors","n"
"1",4,1
"2",5,12
"3",6,19
"4",7,86
"5",8,227
"6",9,462
"7",10,1054
"8",11,2137
"9",12,2692
"10",13,1994
"11",14,887
"12",15,322
"13",16,93
"14",17,11
"15",18,3
