"","n_neighbors","n"
"1",4,2
"2",5,3
"3",6,32
"4",7,83
"5",8,175
"6",9,483
"7",10,1165
"8",11,2130
"9",12,2634
"10",13,1923
"11",14,930
"12",15,318
"13",16,96
"14",17,21
"15",18,4
"16",19,1
