"","n_neighbors","n"
"1",5,7
"2",6,24
"3",7,95
"4",8,218
"5",9,442
"6",10,1092
"7",11,2147
"8",12,2697
"9",13,1959
"10",14,875
"11",15,317
"12",16,98
"13",17,25
"14",18,4
