"","n_neighbors","n"
"1",4,1
"2",5,11
"3",6,35
"4",7,96
"5",8,191
"6",9,445
"7",10,1127
"8",11,2153
"9",12,2628
"10",13,1940
"11",14,915
"12",15,347
"13",16,85
"14",17,23
"15",18,2
"16",19,1
