"","n_neighbors","n"
"1",4,1
"2",5,3
"3",6,33
"4",7,80
"5",8,211
"6",9,446
"7",10,1127
"8",11,2098
"9",12,2728
"10",13,1945
"11",14,900
"12",15,323
"13",16,82
"14",17,18
"15",18,3
"16",19,1
"17",20,1
