"","n_neighbors","n"
"1",3,1
"2",4,1
"3",5,9
"4",6,30
"5",7,95
"6",8,201
"7",9,451
"8",10,1078
"9",11,2157
"10",12,2670
"11",13,1966
"12",14,913
"13",15,321
"14",16,87
"15",17,16
"16",18,2
"17",19,2
