"","n_neighbors","n"
"1",3,1
"2",4,2
"3",5,6
"4",6,23
"5",7,102
"6",8,208
"7",9,425
"8",10,1116
"9",11,2123
"10",12,2716
"11",13,1956
"12",14,883
"13",15,329
"14",16,82
"15",17,24
"16",18,4
