"","n_neighbors","n"
"1",4,1
"2",5,8
"3",6,17
"4",7,85
"5",8,214
"6",9,458
"7",10,1117
"8",11,2167
"9",12,2651
"10",13,1906
"11",14,949
"12",15,316
"13",16,85
"14",17,22
"15",18,4
