"","n_neighbors","n"
"1",4,2
"2",5,6
"3",6,31
"4",7,88
"5",8,216
"6",9,442
"7",10,1103
"8",11,2160
"9",12,2678
"10",13,1905
"11",14,935
"12",15,303
"13",16,99
"14",17,28
"15",18,4
