"","n_neighbors","n"
"1",4,2
"2",5,6
"3",6,26
"4",7,81
"5",8,210
"6",9,480
"7",10,1105
"8",11,2170
"9",12,2599
"10",13,1939
"11",14,958
"12",15,302
"13",16,94
"14",17,22
"15",18,6
