"","n_neighbors","n"
"1",4,2
"2",5,4
"3",6,33
"4",7,82
"5",8,202
"6",9,468
"7",10,1087
"8",11,2150
"9",12,2662
"10",13,1997
"11",14,886
"12",15,320
"13",16,76
"14",17,28
"15",18,2
"16",19,1
