"","n_neighbors","n"
"1",4,1
"2",5,8
"3",6,25
"4",7,98
"5",8,194
"6",9,448
"7",10,1138
"8",11,2084
"9",12,2731
"10",13,1931
"11",14,909
"12",15,321
"13",16,86
"14",17,24
"15",18,2
