"","n_neighbors","n"
"1",5,7
"2",6,30
"3",7,104
"4",8,205
"5",9,421
"6",10,1088
"7",11,2190
"8",12,2687
"9",13,1896
"10",14,945
"11",15,326
"12",16,76
"13",17,18
"14",18,5
"15",19,2
