"","n_neighbors","n"
"1",5,3
"2",6,26
"3",7,85
"4",8,206
"5",9,472
"6",10,1094
"7",11,2192
"8",12,2627
"9",13,1944
"10",14,933
"11",15,294
"12",16,90
"13",17,30
"14",18,4
