"","n_neighbors","n"
"1",4,1
"2",5,2
"3",6,25
"4",7,98
"5",8,205
"6",9,441
"7",10,1140
"8",11,2143
"9",12,2650
"10",13,1927
"11",14,937
"12",15,323
"13",16,82
"14",17,24
"15",19,2
