"","n_neighbors","n"
"1",4,2
"2",5,5
"3",6,27
"4",7,90
"5",8,181
"6",9,447
"7",10,1100
"8",11,2223
"9",12,2675
"10",13,1910
"11",14,905
"12",15,329
"13",16,86
"14",17,17
"15",18,2
"16",19,1
