"","n_neighbors","n"
"1",5,5
"2",6,26
"3",7,85
"4",8,224
"5",9,454
"6",10,1136
"7",11,2180
"8",12,2598
"9",13,1897
"10",14,912
"11",15,361
"12",16,93
"13",17,21
"14",18,7
"15",19,1
