"","n_neighbors","n"
"1",4,5
"2",5,4
"3",6,30
"4",7,79
"5",8,207
"6",9,440
"7",10,1101
"8",11,2215
"9",12,2616
"10",13,1964
"11",14,913
"12",15,319
"13",16,79
"14",17,20
"15",18,7
"16",19,1
