"","n_neighbors","n"
"1",5,7
"2",6,29
"3",7,98
"4",8,204
"5",9,442
"6",10,1103
"7",11,2198
"8",12,2621
"9",13,1920
"10",14,950
"11",15,307
"12",16,91
"13",17,24
"14",18,4
"15",19,2
