"","n_neighbors","n"
"1",4,1
"2",5,7
"3",6,29
"4",7,103
"5",8,190
"6",9,450
"7",10,1102
"8",11,2212
"9",12,2590
"10",13,1943
"11",14,933
"12",15,323
"13",16,91
"14",17,22
"15",18,4
