"","n_neighbors","n"
"1",4,2
"2",5,7
"3",6,35
"4",7,86
"5",8,215
"6",9,446
"7",10,1137
"8",11,2107
"9",12,2678
"10",13,1894
"11",14,940
"12",15,330
"13",16,97
"14",17,20
"15",18,6
