"","n_neighbors","n"
"1",4,1
"2",5,6
"3",6,40
"4",7,82
"5",8,208
"6",9,417
"7",10,1186
"8",11,2174
"9",12,2560
"10",13,1911
"11",14,977
"12",15,318
"13",16,91
"14",17,24
"15",18,5
