"","n_neighbors","n"
"1",4,1
"2",5,3
"3",6,28
"4",7,109
"5",8,203
"6",9,448
"7",10,1094
"8",11,2123
"9",12,2679
"10",13,1952
"11",14,946
"12",15,316
"13",16,73
"14",17,22
"15",18,2
"16",19,1
