"","n_neighbors","n"
"1",4,2
"2",5,9
"3",6,30
"4",7,77
"5",8,186
"6",9,441
"7",10,1151
"8",11,2167
"9",12,2635
"10",13,1965
"11",14,931
"12",15,301
"13",16,83
"14",17,16
"15",18,3
"16",19,2
"17",22,1
