"","n_neighbors","n"
"1",4,2
"2",5,6
"3",6,25
"4",7,89
"5",8,228
"6",9,473
"7",10,1081
"8",11,2116
"9",12,2639
"10",13,1973
"11",14,946
"12",15,312
"13",16,89
"14",17,17
"15",18,4
