"","n_neighbors","n"
"1",5,6
"2",6,27
"3",7,88
"4",8,211
"5",9,479
"6",10,1099
"7",11,2120
"8",12,2646
"9",13,1981
"10",14,901
"11",15,333
"12",16,85
"13",17,21
"14",18,2
"15",20,1
