"","n_neighbors","n"
"1",4,2
"2",5,4
"3",6,19
"4",7,89
"5",8,202
"6",9,457
"7",10,1090
"8",11,2196
"9",12,2694
"10",13,1913
"11",14,900
"12",15,314
"13",16,96
"14",17,21
"15",18,3
