"","n_neighbors","n"
"1",4,2
"2",5,7
"3",6,31
"4",7,86
"5",8,193
"6",9,434
"7",10,1154
"8",11,2073
"9",12,2687
"10",13,2051
"11",14,873
"12",15,315
"13",16,75
"14",17,16
"15",18,3
