"","n_neighbors","n"
"1",3,1
"2",4,3
"3",5,7
"4",6,23
"5",7,75
"6",8,212
"7",9,418
"8",10,1075
"9",11,2246
"10",12,2724
"11",13,1911
"12",14,871
"13",15,315
"14",16,99
"15",17,17
"16",18,3
