"","n_neighbors","n"
"1",5,8
"2",6,27
"3",7,95
"4",8,207
"5",9,425
"6",10,1103
"7",11,2180
"8",12,2681
"9",13,1921
"10",14,928
"11",15,317
"12",16,89
"13",17,14
"14",18,4
"15",20,1
