"","n_neighbors","n"
"1",3,2
"2",5,6
"3",6,28
"4",7,82
"5",8,216
"6",9,468
"7",10,1089
"8",11,2119
"9",12,2688
"10",13,1975
"11",14,888
"12",15,329
"13",16,89
"14",17,16
"15",18,3
"16",19,1
"17",20,1
