"","n_neighbors","n"
"1",3,1
"2",4,2
"3",5,4
"4",6,17
"5",7,85
"6",8,226
"7",9,463
"8",10,1049
"9",11,2218
"10",12,2631
"11",13,1971
"12",14,912
"13",15,309
"14",16,91
"15",17,20
"16",19,1
