"","n_neighbors","n"
"1",4,2
"2",5,4
"3",6,31
"4",7,82
"5",8,213
"6",9,452
"7",10,1131
"8",11,2074
"9",12,2709
"10",13,1989
"11",14,886
"12",15,317
"13",16,81
"14",17,23
"15",18,5
"16",19,1
