"","n_neighbors","n"
"1",4,2
"2",5,5
"3",6,17
"4",7,83
"5",8,201
"6",9,474
"7",10,1108
"8",11,2108
"9",12,2715
"10",13,1980
"11",14,907
"12",15,299
"13",16,81
"14",17,14
"15",18,5
"16",19,1
