"","n_neighbors","n"
"1",4,4
"2",5,5
"3",6,26
"4",7,98
"5",8,216
"6",9,457
"7",10,1125
"8",11,2065
"9",12,2696
"10",13,1943
"11",14,912
"12",15,341
"13",16,91
"14",17,14
"15",18,6
"16",19,1
