"","n_neighbors","n"
"1",4,1
"2",5,7
"3",6,20
"4",7,86
"5",8,194
"6",9,470
"7",10,1105
"8",11,2158
"9",12,2718
"10",13,1908
"11",14,891
"12",15,330
"13",16,83
"14",17,21
"15",18,8
