"","n_neighbors","n"
"1",3,1
"2",4,2
"3",5,3
"4",6,30
"5",7,94
"6",8,213
"7",9,471
"8",10,1107
"9",11,2078
"10",12,2716
"11",13,1877
"12",14,975
"13",15,325
"14",16,86
"15",17,21
"16",18,1
