"","n_neighbors","n"
"1",4,3
"2",5,3
"3",6,29
"4",7,78
"5",8,206
"6",9,475
"7",10,1091
"8",11,2109
"9",12,2717
"10",13,1982
"11",14,895
"12",15,302
"13",16,81
"14",17,24
"15",18,4
"16",19,1
